Valence A,Valence B,Radius A [ang],Radius B [ang],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Band gap [eV],Formation energy [eV/atom],A atomic number,B atomic number,A atomic radius,B atomic radius,A atomic volume,B atomic volume,A boiling point,B boiling point,A density,B density,A dipole polarizability,B dipole polarizability,A lattice constant,B lattice constant,A melting point,B melting point,A specific heat,B specific heat,A vdw radius,B vdw radius,A covalent radius cordero,B covalent radius cordero,A covalent radius pyykko,B covalent radius pyykko,A en pauling,B en pauling,A heat of formation,B heat of formation,A covalent radius slater,B covalent radius slater,A vdw radius uff,B vdw radius uff,A vdw radius mm3,B vdw radius mm3,A abundance crust,B abundance crust,A en ghosh,B en ghosh,A vdw radius alvarez,B vdw radius alvarez,A c6 gb,B c6 gb,A atomic weight,B atomic weight,A atomic radius rahm,B atomic radius rahm,A covalent radius pyykko double,B covalent radius pyykko double,A mendeleev number,B mendeleev number,A pettifor number,B pettifor number,A glawe number,B glawe number
0.0,1.0,0.6273291925465838,0.22981366459627328,0.2842144268774703,0.2842144268774703,0.2842144268774703,0.12807017543859645,0.12807017543859645,0.12807017543859645,0.3263140974119916,0.2957050551121247,0.55,0.8750000000000001,0.2721893491124261,0.30177514792899407,0.0871559633027523,0.0963302752293578,0.3500331115207338,0.9562286449558228,0.4553595906058667,0.7365439093484418,0.09069400630914828,0.14064143007360674,0.2682563338301043,0.1520119225037258,0.2904530838257316,0.880721590843133,0.033580980683506685,0.004754829123328384,0.3052631578947368,0.36315789473684223,0.38125,0.5375,0.2925170068027211,0.41496598639455784,0.7651006711409397,0.47651006711409394,0.2830728704946683,0.9126161951318355,0.42857142857142855,0.3428571428571429,0.33736689254598273,0.34801548886737677,0.21705426356589164,0.21705426356589164,2.634751779589809e-07,7.0897163296553235e-06,0.34212143481621327,0.8956007754393517,0.40625,0.40625,0.03685526155346909,0.12007681990001219,0.49954464552634026,0.8612528979352644,0.22727272727272751,0.6022727272727275,0.46564885496183195,0.36641221374045796,0.7029702970297029,0.4752475247524752,0.75,0.5357142857142857,0.6860465116279069,0.5116279069767442
0.0,1.0,0.6273291925465838,0.1677018633540373,0.0495306324110672,0.0495306324110672,0.11425395256916998,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.05481433853078283,0.4220828582288103,0.55,0.25,0.2721893491124261,0.21301775147928992,0.0871559633027523,0.05733944954128439,0.3500331115207338,0.5698332349106743,0.4553595906058667,0.25477474184410126,0.09069400630914828,0.17481598317560465,0.2682563338301043,0.10879284649776455,0.2904530838257316,0.5588730366947982,0.033580980683506685,0.10728083209509656,0.3052631578947368,0.2842105263157896,0.38125,0.43125,0.2925170068027211,0.33333333333333337,0.7651006711409397,0.5637583892617449,0.2830728704946683,0.5751120792279831,0.42857142857142855,0.28571428571428575,0.33736689254598273,0.33543078412391103,0.21705426356589164,0.10852713178294571,2.634751779589809e-07,0.0004255294336803921,0.34212143481621327,0.21616258885242567,0.40625,0.33750000000000013,0.03685526155346909,0.13044140958419703,0.49954464552634026,0.21778565079063392,0.22727272727272751,0.5340909090909092,0.46564885496183195,0.2595419847328244,0.7029702970297029,0.45544554455445546,0.75,0.5476190476190476,0.6860465116279069,0.5348837209302326
0.0,1.0,0.6273291925465838,0.2173913043478261,0.07831027667984186,0.07831027667984186,0.07831027667984186,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.40440896997339415,0.55,0.8875000000000001,0.2721893491124261,0.2544378698224852,0.0871559633027523,0.07538226299694187,0.3500331115207338,1.0,0.4553595906058667,0.8574431143196563,0.09069400630914828,0.12486855941114616,0.2682563338301043,0.12965722801788376,0.2904530838257316,1.0,0.033580980683506685,0.0026745913818722183,0.3052631578947368,0.3421052631578948,0.38125,0.48749999999999993,0.2925170068027211,0.3537414965986394,0.7651006711409397,0.610738255033557,0.2830728704946683,1.0,0.42857142857142855,0.28571428571428575,0.33736689254598273,0.3121974830590517,0.21705426356589164,0.18604651162790686,2.634751779589809e-07,4.430141854968437e-06,0.34212143481621327,0.9239157153174614,0.40625,0.43125000000000013,0.03685526155346909,0.10026216315083526,0.49954464552634026,0.8755674607652727,0.22727272727272751,0.5454545454545454,0.46564885496183195,0.32061068702290074,0.7029702970297029,0.5148514851485149,0.75,0.5714285714285714,0.6860465116279069,0.569767441860465
0.5,0.5,0.1677018633540373,0.2981366459627329,0.20133399209486164,0.23950098814229254,0.6552618577075098,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.42949448878753327,0.125,0.55,0.26627218934911245,0.2721893491124261,0.08256880733944955,0.0871559633027523,0.3981438681425663,0.3500331115207338,0.09891711596454353,0.4553595906058667,0.0980546792849632,0.09069400630914828,0.2622950819672131,0.2682563338301043,0.20292420742254158,0.2904530838257316,0.23060921248142643,0.033580980683506685,0.16315789473684217,0.3052631578947368,0.23125000000000007,0.38125,0.2789115646258503,0.2925170068027211,0.5503355704697989,0.7651006711409397,0.3413287404067779,0.2830728704946683,0.2285714285714286,0.42857142857142855,0.9912875121006781,0.33736689254598273,0.16279069767441845,0.21705426356589164,0.2918439698733715,2.634751779589809e-07,0.3602498637912902,0.34212143481621327,0.23124999999999996,0.40625,0.0641385196927204,0.03685526155346909,0.09919569798911504,0.49954464552634026,0.38636363636363624,0.22727272727272751,0.26717557251908397,0.46564885496183195,0.801980198019802,0.7029702970297029,0.8571428571428571,0.75,0.8139534883720929,0.6860465116279069
0.5,0.5,0.1677018633540373,0.1677018633540373,0.03804347826086957,0.03804347826086957,0.03804347826086957,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.3276320790573926,0.125,0.125,0.26627218934911245,0.26627218934911245,0.08256880733944955,0.08256880733944955,0.3981438681425663,0.3981438681425663,0.09891711596454353,0.09891711596454353,0.0980546792849632,0.0980546792849632,0.2622950819672131,0.2622950819672131,0.20292420742254158,0.20292420742254158,0.23060921248142643,0.23060921248142643,0.16315789473684217,0.16315789473684217,0.23125000000000007,0.23125000000000007,0.2789115646258503,0.2789115646258503,0.5503355704697989,0.5503355704697989,0.3413287404067779,0.3413287404067779,0.2285714285714286,0.2285714285714286,0.9912875121006781,0.9912875121006781,0.16279069767441845,0.16279069767441845,0.2918439698733715,0.2918439698733715,0.3602498637912902,0.3602498637912902,0.23124999999999996,0.23124999999999996,0.0641385196927204,0.0641385196927204,0.09919569798911504,0.09919569798911504,0.38636363636363624,0.38636363636363624,0.26717557251908397,0.26717557251908397,0.801980198019802,0.801980198019802,0.8571428571428571,0.8571428571428571,0.8139534883720929,0.8139534883720929
0.5,0.5,0.1677018633540373,0.19254658385093165,0.06558794466403162,0.06558794466403162,0.06558794466403162,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5429494488787533,0.125,0.375,0.26627218934911245,0.242603550295858,0.08256880733944955,0.12996941896024464,0.3981438681425663,0.04646367071866149,0.09891711596454353,0.23741204422918757,0.0980546792849632,0.024973711882229237,0.2622950819672131,0.2742175856929955,0.20292420742254158,0.24834287173653113,0.23060921248142643,0.06062407132243685,0.16315789473684217,0.16842105263157903,0.23125000000000007,0.21875,0.2789115646258503,0.2448979591836734,0.5503355704697989,0.9328859060402687,0.3413287404067779,0.3053620728958233,0.2285714285714286,0.17142857142857143,0.9912875121006781,0.8610842207163607,0.16279069767441845,0.16279069767441845,0.2918439698733715,6.38049646973882e-06,0.3602498637912902,0.7197318905768914,0.23124999999999996,0.0,0.0641385196927204,0.02450920619436654,0.09919569798911504,0.3364752544540597,0.38636363636363624,0.2954545454545454,0.26717557251908397,0.2748091603053435,0.801980198019802,0.9306930693069307,0.8571428571428571,0.9642857142857143,0.8139534883720929,0.9534883720930234
0.5,0.5,0.1677018633540373,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.4623717217787913,0.125,0.024999999999999994,0.26627218934911245,0.0,0.08256880733944955,0.0,0.3981438681425663,0.6228494020115956,0.09891711596454353,0.08251850498035272,0.0980546792849632,0.0,0.2622950819672131,0.9597615499254843,0.20292420742254158,0.6787318760665405,0.23060921248142643,0.2677563150074294,0.16315789473684217,0.20526315789473693,0.23125000000000007,0.0,0.2789115646258503,0.0,0.5503355704697989,0.8389261744966444,0.3413287404067779,0.6378004609812316,0.2285714285714286,0.0,0.9912875121006781,0.7899322362052279,0.16279069767441845,0.0,0.2918439698733715,3.545851072631545e-05,0.3602498637912902,0.5807685972403481,0.23124999999999996,0.018750000000000044,0.0641385196927204,0.0,0.09919569798911504,0.01915458492459924,0.38636363636363624,0.0,0.26717557251908397,0.0,0.801980198019802,0.7920792079207921,0.8571428571428571,0.9285714285714285,0.8139534883720929,0.9069767441860466
0.5,0.5,0.1677018633540373,0.4596273291925466,0.2808794466403162,0.2829792490118577,0.6797183794466404,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.47211059315222625,0.1164956290383885,0.125,0.6875000000000001,0.26627218934911245,0.49112426035502954,0.08256880733944955,0.25076452599388377,0.3981438681425663,0.5790780469674186,0.09891711596454353,0.28433701909896736,0.0980546792849632,0.48501577287066244,0.2622950819672131,0.4277198211624441,0.20292420742254158,0.24311899980265372,0.23060921248142643,0.024071322436849923,0.16315789473684217,0.46842105263157896,0.23125000000000007,0.7500000000000001,0.2789115646258503,0.5306122448979591,0.5503355704697989,0.22147651006711422,0.3413287404067779,0.4542944707580862,0.2285714285714286,0.5714285714285714,0.9912875121006781,0.5348499515972898,0.16279069767441845,0.457364341085271,0.2918439698733715,0.00023581312115272758,0.3602498637912902,0.4713201474855232,0.23124999999999996,0.625,0.0641385196927204,0.5153030118278259,0.09919569798911504,0.6591552976533407,0.38636363636363624,0.875,0.26717557251908397,0.45038167938931284,0.801980198019802,0.1386138613861386,0.8571428571428571,0.2857142857142857,0.8139534883720929,0.26744186046511625
0.5,0.5,0.1677018633540373,0.2111801242236025,0.039649209486166015,0.039649209486166015,0.039649209486166015,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.540858988977575,0.125,0.30000000000000004,0.26627218934911245,0.1597633136094675,0.08256880733944955,0.03211009174311927,0.3981438681425663,0.4741777305684427,0.09891711596454353,0.3822534953851777,0.0980546792849632,0.09069400630914828,0.2622950819672131,0.03278688524590162,0.20292420742254158,0.44510871457924617,0.23060921248142643,0.0986627043090639,0.16315789473684217,0.24736842105263157,0.23125000000000007,0.3375,0.2789115646258503,0.1768707482993197,0.5503355704697989,0.7315436241610739,0.3413287404067779,0.4626529216585193,0.2285714285714286,0.28571428571428575,0.9912875121006781,0.20377541142303968,0.16279069767441845,0.06201550387596888,0.2918439698733715,8.865000022005318e-05,0.3602498637912902,0.31690571823169356,0.23124999999999996,0.32499999999999996,0.0641385196927204,0.05514571393732472,0.09919569798911504,0.2573405813886728,0.38636363636363624,0.19318181818181834,0.26717557251908397,0.19083969465648853,0.801980198019802,0.6138613861386139,0.8571428571428571,0.6666666666666666,0.8139534883720929,0.7209302325581395
0.5,0.5,0.1677018633540373,0.2173913043478261,0.05706521739130438,0.05706521739130438,0.05706521739130438,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.43120486507031547,0.125,0.26250000000000007,0.26627218934911245,0.18934911242603547,0.08256880733944955,0.04021406727828747,0.3981438681425663,0.43682114307384334,0.09891711596454353,0.303664443022937,0.0980546792849632,0.1643007360672976,0.2622950819672131,0.08792846497764528,0.20292420742254158,0.5501665834716691,0.23060921248142643,0.10817236255572063,0.16315789473684217,0.2789473684210527,0.23125000000000007,0.34375,0.2789115646258503,0.2517006802721088,0.5503355704697989,0.5838926174496645,0.3413287404067779,0.4256477799447836,0.2285714285714286,0.31428571428571433,0.9912875121006781,0.2768635043562442,0.16279069767441845,0.07751937984496116,0.2918439698733715,0.00036169964628790687,0.3602498637912902,0.2413193872508641,0.23124999999999996,0.35624999999999996,0.0641385196927204,0.09294598219729301,0.09919569798911504,0.22300539892021595,0.38636363636363624,0.31818181818181834,0.26717557251908397,0.25190839694656486,0.801980198019802,0.49504950495049505,0.8571428571428571,0.5833333333333333,0.8139534883720929,0.5465116279069768
0.5,0.5,0.1677018633540373,0.1677018633540373,0.0442193675889328,0.0442193675889328,0.0442193675889328,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5957810718358039,0.125,0.32500000000000007,0.26627218934911245,0.1775147928994083,0.08256880733944955,0.0382262996941896,0.3981438681425663,0.417010831523677,0.09891711596454353,0.3849949739559536,0.0980546792849632,0.06834910620399579,0.2622950819672131,0.19672131147540983,0.20292420742254158,0.325714219379404,0.23060921248142643,0.07756315007429421,0.16315789473684217,0.22631578947368414,0.23125000000000007,0.30000000000000004,0.2789115646258503,0.18367346938775508,0.5503355704697989,0.7449664429530202,0.3413287404067779,0.3495605481117499,0.2285714285714286,0.28571428571428575,0.9912875121006781,0.5053242981606971,0.16279069767441845,0.0852713178294573,0.2918439698733715,0.00021276347570544122,0.3602498637912902,0.3671781356512043,0.23124999999999996,0.3125,0.0641385196927204,0.02511888794049506,0.09919569798911504,0.28017168843459034,0.38636363636363624,0.13636363636363624,0.26717557251908397,0.2824427480916031,0.801980198019802,0.693069306930693,0.8571428571428571,0.7619047619047619,0.8139534883720929,0.6976744186046511
0.5,0.5,0.1677018633540373,0.3975155279503106,0.33473320158102765,0.33473320158102765,0.33473320158102765,0.0368421052631579,0.0368421052631579,0.0368421052631579,0.6048866741681401,0.08741923223109083,0.125,0.7875000000000001,0.26627218934911245,0.4852071005917159,0.08256880733944955,0.22018348623853207,0.3981438681425663,0.4160674833546215,0.09891711596454353,0.366261537055652,0.0980546792849632,0.3746056782334385,0.2622950819672131,0.19374068554396418,0.20292420742254158,0.4210208606619226,0.23060921248142643,0.014561664190193162,0.16315789473684217,0.41052631578947374,0.23125000000000007,0.6750000000000002,0.2789115646258503,0.5578231292517006,0.5503355704697989,0.28859060402684567,0.3413287404067779,0.2900382462450292,0.2285714285714286,0.5142857142857142,0.9912875121006781,0.47289448209099727,0.16279069767441845,0.5813953488372092,0.2918439698733715,1.8437234088319373e-05,0.3602498637912902,0.6976166643437268,0.23124999999999996,0.6187500000000001,0.0641385196927204,0.3552615534690891,0.09919569798911504,0.7699450208968107,0.38636363636363624,0.7954545454545454,0.26717557251908397,0.41984732824427484,0.801980198019802,0.297029702970297,0.8571428571428571,0.20238095238095238,0.8139534883720929,0.18604651162790697
0.5,0.5,0.1677018633540373,0.38509316770186336,0.25259387351778656,0.25370553359683795,0.6173418972332017,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.4946150136633981,0.08418852147472444,0.125,0.8125000000000001,0.26627218934911245,0.47337278106508884,0.08256880733944955,0.21100917431192656,0.3981438681425663,0.4728570431317649,0.09891711596454353,0.38956410490724663,0.0980546792849632,0.34043112513144064,0.2622950819672131,0.18926974664679586,0.20292420742254158,0.4549760282321257,0.23060921248142643,0.013075780089153048,0.16315789473684217,0.4,0.23125000000000007,0.6562500000000001,0.2789115646258503,0.5442176870748299,0.5503355704697989,0.30201342281879195,0.3413287404067779,0.32296547706491724,0.2285714285714286,0.5142857142857142,0.9912875121006781,0.45498547918683485,0.16279069767441845,0.4031007751937985,0.2918439698733715,1.2408865279029095e-05,0.3602498637912902,0.7541971288471042,0.23124999999999996,0.59375,0.0641385196927204,0.31258383124009265,0.09919569798911504,0.7934997158984044,0.38636363636363624,0.7613636363636362,0.26717557251908397,0.41984732824427484,0.801980198019802,0.33663366336633666,0.8571428571428571,0.17857142857142855,0.8139534883720929,0.16279069767441862
